scenario,algorithm,artifact_path,artifact_role,route_mode,route_source,inference_threshold,accuracy,jaccard,sf_jaccard,sf_accuracy,ET,median_execution_time,N_pairs,tp,fp,fn,tn,precision,recall,f1,runs,benchmark,family,family_base,variant,experiment_tag,channel_contract,preset,resolution,patch_size,depths,dims,hidden_dim,embedding_dim,epochs,batch_size,inference_batch_size,encoder_batch_size,learning_rate,loss,negative_ratio,hard_negative_mining,hard_negative_strategy,hard_negative_agent,hard_negative_manifest_path,hard_negative_manifest_id,optimizer,dropout,drop_path_rate,weight_decay,requested_device,resolved_device,mps_available,mps_fallback_reason,threshold,candidate_pairs,elapsed_seconds,tp_per_second,pickle_path,metadata_path
graph_SOR8_D3_seed42,GNN GenAI v2 Hard Negatives,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/hard_negatives/GNN_tpcds_genai_spec_v2_hard_negatives_graph_SOR8_D3_seed42.pkl,genai_spec_v2_hard_negatives,scenario_specific,TPC-DS GenAI Spec v2 explicit routing,0.5,0.777778,0.0,0.0,4613.826323,0.025792,0.025792,153,0,0,34,119,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D4_seed42,VF2,,deterministic_baseline,not_applicable,deterministic_algorithm,0.5,0.434783,0.174603,462.985994,1152.890026,0.104086,0.104086,276,33,127,29,87,0.20625,0.532258,0.297297,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D4_seed42,Node Match,,deterministic_baseline,not_applicable,deterministic_algorithm,0.5,0.775362,0.0,0.0,2869.492555,0.074578,0.074578,276,0,0,62,214,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D4_seed42,GNN TPC-DS v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/core/algorithms/pickle/gin_gnn/modelos_gnn_separados/graph_SOR8_D4_seed42.pkl,baseline_tpcds_pickle,scenario_specific,TPC-DS v1 pickle map,0.5,0.775362,0.0,0.0,4284.952677,0.049942,0.049942,276,0,0,62,214,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D4_seed42,GNN GenAI v2 Weighted BCE,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/weighted_bce/GNN_tpcds_genai_spec_v2_weighted_bce_graph_SOR8_D4_seed42.pkl,genai_spec_v2_weighted_bce,scenario_specific,TPC-DS GenAI Spec v2 explicit routing,0.5,0.224638,0.224638,1433.406567,1433.406567,0.043254,0.043254,276,62,214,0,0,0.224638,1.0,0.366864,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D4_seed42,GNN GenAI v2 Focal Loss,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/focal_loss/GNN_tpcds_genai_spec_v2_focal_loss_graph_SOR8_D4_seed42.pkl,genai_spec_v2_focal_loss,scenario_specific,TPC-DS GenAI Spec v2 explicit routing,0.5,0.775362,0.0,0.0,4795.777905,0.044623,0.044623,276,0,0,62,214,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D4_seed42,GNN GenAI v2 Hard Negatives,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/hard_negatives/GNN_tpcds_genai_spec_v2_hard_negatives_graph_SOR8_D4_seed42.pkl,genai_spec_v2_hard_negatives,scenario_specific,TPC-DS GenAI Spec v2 explicit routing,0.5,0.775362,0.0,0.0,4873.33219,0.043912,0.043912,276,0,0,62,214,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D5_seed42,VF2,,deterministic_baseline,not_applicable,deterministic_algorithm,0.5,0.51954,0.196154,531.157159,1406.842221,0.160643,0.160643,435,51,167,42,175,0.233945,0.548387,0.327974,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D5_seed42,Node Match,,deterministic_baseline,not_applicable,deterministic_algorithm,0.5,0.786207,0.0,0.0,2872.725461,0.119051,0.119051,435,0,0,93,342,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D5_seed42,GNN TPC-DS v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/core/algorithms/pickle/gin_gnn/modelos_gnn_separados/graph_SOR8_D5_seed42.pkl,baseline_tpcds_pickle,scenario_specific,TPC-DS v1 pickle map,0.5,0.786207,0.0,0.0,4303.885338,0.079463,0.079463,435,0,0,93,342,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D5_seed42,GNN GenAI v2 Weighted BCE,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/weighted_bce/GNN_tpcds_genai_spec_v2_weighted_bce_graph_SOR8_D5_seed42.pkl,genai_spec_v2_weighted_bce,scenario_specific,TPC-DS GenAI Spec v2 explicit routing,0.5,0.213793,0.213793,1257.609314,1257.609314,0.07395,0.07395,435,93,342,0,0,0.213793,1.0,0.352273,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D5_seed42,GNN GenAI v2 Focal Loss,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/focal_loss/GNN_tpcds_genai_spec_v2_focal_loss_graph_SOR8_D5_seed42.pkl,genai_spec_v2_focal_loss,scenario_specific,TPC-DS GenAI Spec v2 explicit routing,0.5,0.786207,0.0,0.0,4660.571244,0.073382,0.073382,435,0,0,93,342,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D5_seed42,GNN GenAI v2 Hard Negatives,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/hard_negatives/GNN_tpcds_genai_spec_v2_hard_negatives_graph_SOR8_D5_seed42.pkl,genai_spec_v2_hard_negatives,scenario_specific,TPC-DS GenAI Spec v2 explicit routing,0.5,0.786207,0.0,0.0,4817.929188,0.070985,0.070985,435,0,0,93,342,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D1_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR2_D1_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.55,1.0,1.0,13498.370781,13498.370781,7.4e-05,7.4e-05,1,1,0,0,0,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D2_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR2_D2_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.775,0.666667,0.5,7431.113715,9908.15162,0.000404,0.000404,6,2,2,0,2,0.5,1.0,0.666667,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D3_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR2_D3_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.9,0.733333,0.428571,6546.406765,11201.629354,0.000982,0.000982,15,3,1,3,8,0.75,0.5,0.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D4_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR2_D4_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.9,0.857143,0.666667,10678.999583,13730.142321,0.001748,0.001748,28,8,4,0,16,0.666667,1.0,0.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D5_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR2_D5_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.9,0.911111,0.714286,10913.611849,13920.918225,0.002945,0.002945,45,10,1,3,31,0.909091,0.769231,0.833333,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D1_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR4_D1_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.775,1.0,1.0,13361.169112,13361.169112,0.000449,0.000449,6,3,0,0,3,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR4_D2_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.525,0.428571,0.428571,4214.839509,4214.839509,0.002847,0.002847,28,12,16,0,0,0.428571,1.0,0.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR4_D3_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.9,0.848485,0.5,6829.647568,11589.704965,0.004832,0.004832,66,10,6,4,46,0.625,0.714286,0.666667,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR4_D4_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.675,0.533333,0.317073,3716.706802,6251.691441,0.010237,0.010237,120,26,52,4,38,0.333333,0.866667,0.481481,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR4_D5_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.625,0.263158,0.213483,2859.867368,3525.321271,0.014183,0.014183,190,38,140,0,12,0.213483,1.0,0.351852,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR8_D1_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.55,0.266667,0.266667,2769.245064,2769.245064,0.001444,0.001444,15,4,11,0,0,0.266667,1.0,0.421053,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR8_D2_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.725,0.409091,0.277778,2552.83333,3759.627268,0.007182,0.007182,66,15,37,2,12,0.288462,0.882353,0.434783,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D3_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR8_D3_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.7,0.477124,0.230769,1934.336851,3999.315188,0.018253,0.018253,153,24,70,10,49,0.255319,0.705882,0.375,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D4_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR8_D4_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.625,0.253623,0.228464,2105.898716,2337.802744,0.029943,0.029943,276,61,205,1,9,0.229323,0.983871,0.371951,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D5_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR8_D5_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.775,0.694253,0.248588,1986.927567,5549.071378,0.054424,0.054424,435,44,84,49,258,0.34375,0.473118,0.39819,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR16_D1_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR16_D1_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.55,0.2,0.2,2044.061098,2044.061098,0.001468,0.001468,15,3,12,0,0,0.2,1.0,0.333333,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR16_D2_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR16_D2_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.725,0.393939,0.215686,1975.963448,3608.991091,0.007204,0.007204,66,11,37,3,15,0.229167,0.785714,0.354839,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR16_D3_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR16_D3_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.875,0.816993,0.263158,2232.622322,6931.343812,0.018034,0.018034,153,10,5,23,115,0.666667,0.30303,0.416667,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR16_D4_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR16_D4_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.6,0.228261,0.216912,2004.218937,2109.082271,0.029871,0.029871,276,59,213,0,4,0.216912,1.0,0.356495,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR16_D5_seed42,Vanilla VMamba graph-image proxy,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vanilla_vmamba/Vanilla_VMamba_graph_image_proxy_graph_SOR16_D5_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.825,0.749425,0.248276,1879.237942,5672.514529,0.05747,0.05747,435,36,52,57,290,0.409091,0.387097,0.39779,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D1_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR2_D1_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.5,1.0,1.0,14332.705835,14332.705835,7e-05,7e-05,1,1,0,0,0,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D2_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR2_D2_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.675,0.833333,0.666667,9766.018337,12207.522921,0.00041,0.00041,6,2,1,0,3,0.666667,1.0,0.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D3_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR2_D3_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.575,0.733333,0.555556,8972.030117,11843.079755,0.000929,0.000929,15,5,3,1,6,0.625,0.833333,0.714286,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D4_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR2_D4_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.625,0.857143,0.666667,11093.503419,14263.075824,0.001683,0.001683,28,8,4,0,16,0.666667,1.0,0.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR2_D5_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR2_D5_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.625,0.911111,0.714286,11001.705331,14033.286356,0.002922,0.002922,45,10,1,3,31,0.909091,0.769231,0.833333,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D1_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR4_D1_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.825,1.0,1.0,13982.623474,13982.623474,0.000429,0.000429,6,3,0,0,3,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR4_D2_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.35,0.464286,0.444444,4426.035296,4623.626158,0.002812,0.002812,28,12,15,0,1,0.444444,1.0,0.615385,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR4_D3_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.6,0.69697,0.375,5205.297991,9674.493236,0.004755,0.004755,66,12,18,2,34,0.4,0.857143,0.545455,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR4_D4_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.525,0.725,0.377358,4536.439123,8715.633665,0.009982,0.009982,120,20,23,10,67,0.465116,0.666667,0.547945,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR4_D5_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.525,0.6,0.269231,3644.956233,8123.045319,0.014034,0.014034,190,28,66,10,86,0.297872,0.736842,0.424242,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR8_D1_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.55,0.266667,0.266667,2688.021189,2688.021189,0.001488,0.001488,15,4,11,0,0,0.266667,1.0,0.421053,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR8_D2_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.55,0.530303,0.27907,2568.880493,4881.521644,0.00717,0.00717,66,12,26,5,23,0.315789,0.705882,0.436364,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D3_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR8_D3_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.575,0.679739,0.279412,2359.534628,5740.154417,0.018118,0.018118,153,19,34,15,85,0.358491,0.558824,0.436782,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D4_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR8_D4_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.575,0.692029,0.26087,2385.190271,6327.379748,0.030186,0.030186,276,30,53,32,161,0.361446,0.483871,0.413793,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D5_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR8_D5_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.425,0.489655,0.234483,1825.382203,3811.827542,0.055879,0.055879,435,68,197,25,145,0.256604,0.731183,0.379888,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR16_D1_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR16_D1_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.85,0.8,0.25,2442.764351,7816.845924,0.001535,0.001535,15,1,1,2,11,0.5,0.333333,0.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR16_D2_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR16_D2_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.375,0.348485,0.232143,2045.487911,3070.615885,0.00749,0.00749,66,13,42,1,10,0.236364,0.928571,0.376812,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR16_D3_seed42,VMamba-Mesh Isomera adapter,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh/VMamba_Mesh_Isomera_adapter_graph_SOR16_D3_seed42.pkl,scenario_specific_vmamba_pickle,scenario_specific,VMamba-Mesh Study Lab CPU benchmark,0.575,0.699346,0.28125,2196.312364,5461.273446,0.019593,0.019593,153,18,31,15,89,0.367347,0.545455,0.439024,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
